FIC301,FIC302,LI405,LI502,PT312,VC303,VC401,VC403,VC404,VC405,VC406,VLV303,AirIn,Air.T,Air.P,WaterIn,Water.T,Water.Density,Mixture.zone.P,riser.outlet.P,P.topsep,FR.topsep.gas,FR.topsep.liquid,P_3phase,Air.Valve,Water.level,Water.coalescer,Water.level.valve,water.tank.level,Fault
0,0,1,0,0,0,0,0,0,0,0,0,120.4527969,15.67805958,1.27590096,0.096748851,23.68935966,997.5991211,1.213412046,1.016250968,1.019745946,0.000196357,0.04024218,0.997456074,25.13331032,62.25997162,98.70001221,3.763803005,1.44432199,Normal
0,0,1,0,0,0,0,0,0,0,0,0,120.3621979,15.67796993,1.275074005,0.096760139,23.68935966,997.5991211,1.212124944,1.015297055,1.019745946,0.000188804,0.062935747,0.997456074,25.12845993,62.25674057,98.69734192,3.793756008,1.444352984,Normal
0,0,1,0,0,0,0,0,0,0,0,0,120.2192001,15.6778698,1.27424705,0.096771426,23.68935966,997.5991821,1.215412021,1.011244059,1.019745946,0.000181252,0.085629329,0.997456074,25.12360954,62.25350189,98.69465637,3.823709011,1.444383979,Normal
0,0,1,0,0,0,0,0,0,0,0,0,120.1523972,15.67778015,1.275733948,0.096782722,23.68935966,997.5991821,1.211845994,1.014104962,1.019745946,0.0001737,0.05675859,0.997456074,25.11875916,62.25027084,98.69199371,3.853662014,1.44441402,Normal
0,0,1,0,0,0,0,0,0,0,0,0,120.0856018,15.67768955,1.272788048,0.096794009,23.68935966,997.5993042,1.208279014,1.010290027,1.019745946,0.000166148,0.061861079,0.997456074,25.11391068,62.24702835,98.68932343,3.883614063,1.444445014,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.9664001,15.67759991,1.272312045,0.096805297,23.9406395,997.5994263,1.209455967,1.009098053,1.019745946,0.000158596,0.066963561,0.997456074,25.10906029,62.24378967,98.68665314,3.913567066,1.444476008,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.8471985,15.67749977,1.27183497,0.096816592,23.9406395,997.5994873,1.210633039,1.013628006,1.019745946,0.000151044,0.072066046,0.997456074,25.1042099,62.24055862,98.68398285,3.943520069,1.444507003,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.7947998,15.67741013,1.271358967,0.09682788,23.9406395,997.5994873,1.21401298,1.014582038,1.018453956,0.000143491,0.077168532,0.996113718,25.09935951,62.23731995,98.6812973,3.973473072,1.444537997,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.7089005,15.67731953,1.273658991,0.096839167,23.9406395,997.5996094,1.20974803,1.015535951,1.01788795,0.000135939,0.082271017,0.996382177,25.09450912,62.2340889,98.67862701,4.003426075,1.444568038,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.6660004,15.67722988,1.273048997,0.096850462,23.9406395,997.5996704,1.205482006,1.012675047,1.017801046,0.000128387,0.069602028,0.996650577,25.0896492,62.23085022,98.67595673,4.040325165,1.444599032,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.5467987,15.67714024,1.269196987,0.09686175,23.84641075,997.5996704,1.202937007,1.006713986,1.017714977,0.000120835,0.05693303,0.996919215,25.08480072,62.22761917,98.67327881,4.077223778,1.444630027,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.4800034,15.6770401,1.265344024,0.096873038,23.84641075,997.5997925,1.204416037,1.006952047,1.017627954,0.000113283,0.066600323,0.997187614,25.07995033,62.22438049,98.67060852,4.114121914,1.444661021,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.3608017,15.67695045,1.266661048,0.096884333,23.84641075,997.5999146,1.205893993,1.008502007,1.017542005,0.00010573,0.076267593,0.997456074,25.07509995,62.21620941,98.6679306,4.151021004,1.444692016,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.308403,15.67685986,1.267977953,0.09689562,23.84641075,997.5999146,1.209380031,1.010051966,1.017454982,9.82E-05,0.085934877,0.997107804,25.07024956,62.2080307,98.66526031,4.187920094,1.444722056,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.289299,15.67677021,1.272063017,0.096906923,23.90922928,997.5999756,1.206611037,1.010529041,1.017369032,9.06E-05,0.080589928,0.996991694,25.06539917,62.19985962,98.66259003,4.186840057,1.444753051,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.2225037,15.67667007,1.269217968,0.096918203,23.90922928,997.5999756,1.206702948,1.008741021,1.017282009,8.31E-05,0.075244978,0.996875584,25.06055069,62.19168091,98.65991211,4.185759068,1.444784045,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.1223984,15.67658043,1.269217968,0.096929491,23.90922928,997.6000977,1.206794977,1.006952047,1.017196059,7.55E-05,0.069900028,0.996759474,25.0557003,62.18350983,98.65724182,4.184679031,1.44481504,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.0460968,15.67648983,1.27117002,0.096940793,23.90922928,997.6002197,1.212245941,1.006713986,1.01710999,6.80E-05,0.064555079,0.996643424,25.05084991,62.17533112,98.65457153,4.183598995,1.444844961,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.9220963,15.67640018,1.27444303,0.096952073,23.90922928,997.6002808,1.217697978,1.006476045,1.017022967,6.04E-05,0.069271013,0.996527374,25.04599953,62.16716003,98.65189362,4.182518005,1.444875956,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.8219986,15.67630005,1.281394005,0.096963361,23.7521801,997.6002808,1.223148942,1.003615022,1.016937017,5.29E-05,0.05359802,0.996411324,25.04114914,62.14535904,98.64922333,4.181437016,1.44490695,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.7790985,15.6762104,1.283787966,0.096974663,23.7521801,997.6004028,1.225224018,1.005522013,1.016849995,4.53E-05,0.05509226,0.996295214,25.03630066,62.12356186,98.64655304,4.180356979,1.444937944,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.6837006,15.6761198,1.284281015,0.096985944,23.7521801,997.6005249,1.227298021,1.011958957,1.01681602,3.78E-05,0.056586489,0.996178985,25.03145027,62.10176086,98.64388275,4.17927599,1.444969058,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.6360016,15.67603016,1.284775019,0.096997239,23.7521801,997.6005249,1.227609992,1.014343977,1.016782045,3.02E-05,0.058080729,0.996062994,25.02659988,62.07997131,98.6411972,4.178195953,1.44499898,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.5883026,15.67593956,1.285267949,0.097008526,23.7521801,997.6005859,1.227921009,1.007668018,1.016747952,2.27E-05,0.059574962,0.995946884,25.0217495,62.05817032,98.63852692,4.177114964,1.445029974,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.7313995,15.67584038,1.285760999,0.097019807,24.03487015,997.6005859,1.230044961,1.006476045,1.016713977,1.51E-05,0.05770446,0.995830774,25.01689911,62.03636932,98.63585663,4.176034927,1.445060968,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.103302,15.67574978,1.287096024,0.097031109,24.03487015,997.600708,1.232167959,1.010766983,1.016680002,7.55E-06,0.055833962,0.995714724,25.01205063,62.01456833,98.63317871,4.174954891,1.445091963,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.384697,15.67566013,1.288432002,0.097042397,24.03487015,997.6008301,1.23429203,1.017920017,1.016646028,2.71E-11,0.05396346,0.995598614,25.00720024,61.99277115,98.63050842,4.173873901,1.445122957,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.4394989,15.67556953,1.289767027,0.097053677,24.03487015,997.6008301,1.230335951,1.02078104,1.016612053,0.162997097,0.076677553,0.995598614,25.00234985,61.97097015,98.62783813,4.172793865,1.445152998,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.4944,15.67547035,1.289085031,0.097064979,24.03487015,997.6010132,1.219133973,1.02078104,1.016577959,0.162997097,0.049985621,0.995598614,24.99749947,61.94916916,98.62516022,4.137325764,1.445183992,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.427597,15.67537975,1.292930961,0.097076267,23.9406395,997.6010132,1.227015972,1.013628006,1.016543984,0.108249903,0.052989971,0.995598614,24.99264908,61.92737961,98.62248993,4.101859093,1.445214987,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.2987976,15.67529011,1.296776056,0.097087547,23.9406395,997.6010742,1.234897971,1.011482954,1.01651001,0.108249903,0.055994321,0.995598614,24.98778915,61.90557861,98.61981201,4.066390991,1.445245981,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.1700974,15.67520046,1.298441052,0.09709885,23.9406395,997.6010742,1.24277997,1.017562032,1.016476989,0.071891077,0.085892648,0.995598614,24.98294067,61.88378143,98.61714172,4.030923843,1.445276976,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.1223984,15.67510986,1.300106049,0.097110137,23.9406395,997.6011963,1.235890985,1.023641944,1.016443014,0.071891077,0.074826822,0.995598614,24.97809029,61.86198044,98.61685944,3.995456934,1.445307016,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.0509033,15.67500973,1.295948982,0.097121418,23.75102043,997.6013184,1.229002953,1.015297055,1.016409039,0.04864097,0.077165149,0.995598614,24.9732399,61.85390854,98.61656952,3.959989071,1.445338011,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.0509033,15.67492008,1.291790962,0.09713272,23.75102043,997.6013184,1.229182005,1.011244059,1.016374946,0.04864097,0.079503469,0.995598614,24.96838951,61.84584045,98.61628723,3.924521923,1.445369005,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.9794006,15.67483044,1.290012956,0.097144008,23.75102043,997.6013794,1.234042048,1.016965985,1.016340971,0.032303508,0.081841797,0.995598614,24.96353912,61.83776855,98.61599731,3.88905406,1.4454,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.9746017,15.67473984,1.291000009,0.097155303,23.75102043,997.6013794,1.232054949,1.022688031,1.016306996,0.032303508,0.088726297,0.995598614,24.95869064,61.82970047,98.61572266,3.853586912,1.445430994,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.1151962,15.6746397,1.291986942,0.09716659,23.75102043,997.6015015,1.230067968,1.022807956,1.016273022,0.02145345,0.095610797,0.995598614,24.95384026,61.82162857,98.61543274,3.818120003,1.445461035,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.2558975,15.67455006,1.291334033,0.097177878,23.62478065,997.6016235,1.225811005,1.022927046,1.016239047,0.02145345,0.102495298,0.995598614,24.94898987,61.81356049,98.61514282,3.782651901,1.445492029,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.308403,15.67446041,1.288359046,0.097189173,23.62478065,997.6016235,1.221552968,1.017442942,1.016204953,0.02039971,0.088475451,0.995598614,24.94413948,61.80550003,98.61485291,3.747184992,1.445523024,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.2630997,15.67436981,1.285384059,0.097200461,23.62478065,997.6016846,1.225849032,1.01839602,1.016170979,0.019345971,0.074455597,0.995598614,24.93928909,61.79742813,98.61457062,3.71171689,1.445554018,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.2177963,15.67428017,1.286748052,0.097211748,23.62478065,997.6018066,1.228109002,1.019350052,1.016137004,0.01829223,0.107243396,0.995983183,24.93444061,61.78936005,98.6142807,3.676249981,1.445585012,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.131897,15.67418003,1.28550005,0.097223043,23.62478065,997.6019287,1.219977021,1.01481998,1.016103029,0.017238479,0.1168871,0.996193588,24.92959023,61.78128815,98.61399841,3.640782118,1.445615053,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.0794983,15.67409039,1.28192997,0.097234331,23.84641075,997.6019287,1.220679998,1.012436032,1.016698003,0.01618474,0.1025493,0.996403992,24.92473984,61.77322006,98.6137085,3.60531497,1.445646048,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.9651031,15.67399979,1.283700943,0.097245619,23.84641075,997.6019897,1.217816949,1.013389945,1.017292976,0.015131,0.113589004,0.996614397,24.91988945,61.76514816,98.61342621,3.569847107,1.445677042,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.8935013,15.67391014,1.283205032,0.097256906,23.84641075,997.6021118,1.218971014,1.012316942,1.01788795,0.01407726,0.110939696,0.99682492,24.91503906,61.75708008,98.61313629,3.534379959,1.445708036,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.764801,15.67381001,1.282709002,0.097268201,23.84641075,997.6021118,1.220126033,1.011244059,1.01788795,0.01302352,0.108290397,0.997035325,24.91019058,61.70938873,98.61284637,3.443528891,1.445737958,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.7934036,15.67372036,1.282212973,0.097279489,23.68935966,997.6021729,1.21845901,1.014343977,1.01788795,0.01196978,0.105641097,0.997245729,24.90534019,61.6617012,98.61255646,3.352677107,1.445768952,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.7982025,15.67362976,1.280218005,0.097290777,23.68935966,997.6021729,1.222470999,1.011958957,1.01788795,0.01091604,0.102991797,0.997456074,24.90048981,61.65932083,98.6122818,3.310141087,1.445799947,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.8936005,15.67354012,1.281430006,0.097302072,23.68935966,997.6022949,1.221860051,1.015297055,1.01788795,0.009862296,0.100342497,0.997456074,24.89563942,61.65692902,98.61199188,3.267604113,1.445830941,Normal
0,0,1,0,0,0,0,0,0,0,0,0,118.9888992,15.67343998,1.285514951,0.097313359,23.68935966,997.602417,1.224877,1.011600971,1.01788795,0.008808555,0.097693257,0.997456074,24.89079094,61.63547134,98.61170959,3.189937115,1.445862055,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.2798004,15.67335033,1.285990953,0.097324647,23.68935966,997.602417,1.227892995,1.00790596,1.01788795,0.007754815,0.075373627,0.997456074,24.88592911,61.6140213,98.61141968,3.112268925,1.445891976,Normal
0,0,1,0,0,0,0,0,0,0,0,0,119.6755981,15.67325974,1.286468029,0.097335942,23.46950912,997.602478,1.221853018,1.009217978,1.01788795,0.006701074,0.07638327,0.997456074,24.88108063,61.59255981,98.61113739,3.034601927,1.445922971,Normal
0,0,1,0,0,0,0,0,0,0,0,0,120.018898,15.67317009,1.286944032,0.09734723,23.46950912,997.6026001,1.23111701,1.010529041,1.01788795,0.005647332,0.077392913,0.997456074,24.87623024,61.59091187,98.61084747,2.982976913,1.445953965,Normal
0,0,1,0,0,0,0,0,0,0,0,0,120.3384018,15.67308044,1.290593982,0.097358517,23.46950912,997.6027222,1.230690002,1.012436032,1.01788795,0.004593591,0.078402549,0.997456074,24.87137985,61.5892601,98.61057281,2.9313519,1.445906997,Normal
0,0,1,0,0,0,0,0,0,0,0,0,120.7388992,15.67298031,1.289929986,0.097369812,23.46950912,997.6027222,1.227964997,1.014343977,1.01788795,0.00353985,0.079412192,0.997601271,24.86652946,61.58760834,98.6102829,2.879725933,1.445919037,Normal
0,0,1,0,0,0,0,0,0,0,0,0,121.0631027,15.67288971,1.28926599,0.097381108,23.46950912,997.6027832,1.233721018,1.016250968,1.01788795,0.002486109,0.065602653,0.997878611,24.86167908,61.58596039,98.60999298,2.82810092,1.445930004,Normal
0,0,1,0,0,0,0,0,0,0,0,0,121.3873978,15.67280006,1.292896986,0.097392403,23.9406395,997.6027832,1.232833982,1.02936399,1.01788795,0.001432368,0.068653479,0.998156011,24.8568306,61.58430099,98.61192322,2.776475906,1.445942044,Normal
0,0,1,0,0,0,0,0,0,0,0,0,121.6830978,15.67271042,1.296529055,0.097403683,23.9406395,997.6029053,1.235782981,1.028887033,1.01788795,0.000378626,0.071704313,0.998433411,24.85198021,61.58264923,98.61386108,2.724850893,1.445953012,Normal
0,0,1,0,0,0,0,0,0,0,0,0,122.0407028,15.67261982,1.297037005,0.097414978,23.9406395,997.6030273,1.228932023,1.024595976,1.01788795,0.000256176,0.07475514,0.998710811,24.86154938,61.58100891,98.61579132,2.673226118,1.445965052,Normal
0,0,1,0,0,0,0,0,0,0,0,0,122.2600021,15.67251968,1.294260979,0.097426273,23.9406395,997.6030273,1.22500205,1.016489029,1.01788795,0.000227538,0.077805974,0.998988092,24.87112045,61.57934952,98.61772919,2.621601105,1.445976019,Normal
0,0,1,0,0,0,0,0,0,0,0,0,122.5223007,15.67243004,1.291486025,0.097437553,23.9406395,997.6030884,1.22953999,1.012197971,1.018280029,0.000198901,0.080856793,0.999265373,24.88068962,61.57770157,98.61965942,2.569976091,1.445988059,Normal
0,0,1,0,0,0,0,0,0,0,0,0,122.836998,15.67234039,1.294170976,0.097448848,23.72076988,997.6030884,1.230144978,1.017920017,1.018573046,0.000170263,0.1084342,0.999542773,24.8902607,61.5760498,98.62158966,2.518351078,1.44599998,Normal
0,0,1,0,0,0,0,0,0,0,0,0,123.0659027,15.67224979,1.294018984,0.097460143,23.72076988,997.6032715,1.233548999,1.023641944,1.018865943,0.000141626,0.096984722,0.999820173,24.89982986,61.57440186,98.62352753,2.466725111,1.446010947,Normal
0,0,1,0,0,0,0,0,0,0,0,0,123.3282013,15.67214966,1.296921015,0.097471423,23.72076988,997.6032715,1.233374953,1.02936399,1.019160032,0.000112988,0.097836427,1.00009799,24.90940094,61.57275009,98.62545776,2.415100098,1.446022987,Normal
0,0,1,0,0,0,0,0,0,0,0,0,123.5904007,15.67206001,1.295529962,0.097482719,23.72076988,997.6033936,1.226513982,1.030079007,1.019453049,0.150657803,0.098688148,1.000375032,24.91897011,61.57109833,98.627388,2.363475084,1.446033955,Normal
